,true_value,predicted_value
2021-03-04,1589.0,1744.0481
2021-03-07,1394.0,1497.7034
2021-03-10,1236.0,1942.3904
2021-03-13,1087.0,1300.2792
2021-03-16,968.0,1643.2217
2021-03-19,830.0,1097.9656
2021-03-22,748.0,1278.3662
2021-03-25,630.0,1233.7
2021-03-28,582.0,841.705
2021-03-31,547.0,845.1199
2021-04-03,478.0,674.0064
2021-04-06,453.0,987.67584
2021-04-09,405.0,656.8992
2021-04-12,377.0,527.2921
2021-04-15,329.0,239.89835
2021-04-18,311.0,537.4109
2021-04-21,276.0,363.64014
2021-04-24,240.0,297.93094
2021-04-27,214.0,344.4204
2021-04-30,185.0,329.16898
2021-05-03,187.0,286.70123
2021-05-06,163.0,298.65057
2021-05-09,144.0,304.83353
2021-05-12,136.0,252.8905
2021-05-15,121.0,279.2616
2021-05-18,124.0,238.62076
2021-05-21,124.0,245.32458
2021-05-24,121.0,236.02623
2021-05-27,120.0,259.53647
2021-05-30,124.0,230.40869
2021-06-02,129.0,226.71365
2021-06-05,135.0,156.10805
2021-06-08,154.0,165.27345
2021-06-11,161.0,209.69022
2021-06-14,188.0,186.98518
2021-06-17,210.0,270.43097
2021-06-20,210.0,218.96904
2021-06-23,246.0,269.54044
2021-06-26,256.0,215.8615
2021-06-29,283.0,254.505
2021-07-02,321.0,340.73105
2021-07-05,369.0,413.28644
2021-07-08,417.0,441.72537
2021-07-11,454.0,596.26874
2021-07-14,545.0,539.8586
2021-07-17,583.0,502.86505
2021-07-20,618.0,687.0463
2021-07-23,715.0,856.26074
2021-07-26,820.0,879.77496
2021-07-29,869.0,969.6733
2021-08-01,877.0,1179.8546
2021-08-04,881.0,1086.5647
2021-08-07,854.0,1077.6229
2021-08-10,874.0,880.71545
2021-08-13,892.0,1050.0859
2021-08-16,918.0,866.2592
2021-08-19,928.0,949.84375
2021-08-22,963.0,820.1089
2021-08-25,974.0,932.0887
2021-08-28,953.0,955.6234
2021-08-31,1014.0,920.02014
2021-09-03,1034.0,846.46906
2021-09-06,1062.0,1090.869
2021-09-09,1051.0,805.5844
2021-09-12,1055.0,915.4744
2021-09-15,1081.0,891.25555
2021-09-18,1004.0,943.74133
2021-09-21,943.0,892.5164
2021-09-24,878.0,1033.8793
2021-09-27,831.0,1124.0986
2021-09-30,815.0,967.3255
2021-10-03,778.0,981.51196
2021-10-06,807.0,1328.5493
2021-10-09,768.0,1079.0353
2021-10-12,780.0,914.2265
2021-10-15,791.0,967.0471
2021-10-18,826.0,987.6181
2021-10-21,892.0,921.2034
2021-10-24,885.0,816.5132
2021-10-27,945.0,895.26154
2021-10-30,968.0,864.8046
2021-11-02,1024.0,1057.4847
2021-11-05,1026.0,912.37366
2021-11-08,1026.0,828.4773
2021-11-11,999.0,861.6018
2021-11-14,979.0,966.5031
2021-11-17,935.0,936.4103
2021-11-20,908.0,894.62714
2021-11-23,919.0,922.2548
2021-11-26,925.0,902.7293
2021-11-29,916.0,934.8547
2021-12-02,895.0,1017.94946
2021-12-05,882.0,945.3515
2021-12-08,890.0,950.3758
2021-12-11,883.0,909.2224
2021-12-14,896.0,943.2114
2021-12-17,879.0,924.5875
2021-12-20,859.0,914.49725
2021-12-23,843.0,884.26263
2021-12-26,851.0,927.1683
2021-12-29,868.0,995.1794
2022-01-01,857.0,953.0281
2022-01-04,900.0,1057.7496
2022-01-07,840.0,1237.8158
2022-01-10,821.0,1468.9244
2022-01-13,777.0,1537.1399
2022-01-16,715.0,1367.0973
2022-01-19,675.0,1907.4828
2022-01-22,625.0,1255.1571
2022-01-25,575.0,872.8806
2022-01-28,535.0,935.66345
2022-01-31,511.0,1294.0936
2022-02-03,478.0,1028.1383
2022-02-06,441.0,1014.7714
2022-02-09,432.0,1090.1652
2022-02-12,400.0,701.7332
2022-02-15,354.0,939.13074
2022-02-18,335.0,685.12085
2022-02-21,324.0,729.0887
2022-02-24,289.0,859.4485
2022-02-27,271.0,672.86755
2022-03-02,279.0,687.92883
2022-03-05,256.0,645.60394
2022-03-08,275.0,616.0951
2022-03-11,254.0,741.10095
2022-03-14,280.0,706.2228
2022-03-17,292.0,797.26666
2022-03-20,280.0,788.31854
2022-03-23,302.0,828.1013
2022-03-26,345.0,668.4708
2022-03-29,365.0,745.7217
2022-04-01,352.0,724.20197
2022-04-04,351.0,887.49066
2022-04-07,357.0,726.42505
2022-04-10,372.0,503.96976
2022-04-13,355.0,411.52463
2022-04-16,332.0,573.45447
2022-04-19,336.0,464.83667
2022-04-22,325.0,423.3852
2022-04-25,320.0,451.29703
2022-04-28,302.0,321.0325
2022-05-01,293.0,364.36377
2022-05-04,277.0,331.18442
2022-05-07,226.0,292.57037
2022-05-10,203.0,378.96866
2022-05-13,189.0,350.3495
2022-05-16,189.0,325.45056
2022-05-19,191.0,302.82172
2022-05-22,175.0,273.39432
2022-05-25,153.0,375.6688
2022-05-28,140.0,342.5493
2022-05-31,133.0,316.5607
2022-06-03,136.0,357.4413
2022-06-06,136.0,247.8094
2022-06-09,146.0,251.94359
2022-06-12,147.0,231.01723
2022-06-15,153.0,253.43591
2022-06-18,159.0,300.32355
2022-06-21,172.0,289.91873
2022-06-24,191.0,373.2573
2022-06-27,218.0,437.95218
2022-06-30,253.0,392.37082
2022-07-03,257.0,490.54095
2022-07-06,260.0,308.45154
2022-07-09,271.0,337.8811
2022-07-12,299.0,492.8421
2022-07-15,326.0,444.518
2022-07-18,337.0,369.41504
2022-07-21,320.0,523.56635
2022-07-24,341.0,280.68396
2022-07-27,318.0,291.7542
2022-07-30,282.0,226.62845
2022-08-02,273.0,306.1687
2022-08-05,249.0,310.9033
2022-08-08,246.0,269.74997
2022-08-11,230.0,217.38803
2022-08-14,211.0,216.3707
2022-08-17,224.0,240.97786
2022-08-20,179.0,266.75476
2022-08-23,144.0,242.64977
2022-08-26,147.0,154.00449
2022-08-29,154.0,178.57716
2022-09-01,166.0,151.66203
2022-09-04,132.0,195.86949
2022-09-07,133.0,175.45303
2022-09-10,141.0,177.89807
2022-09-13,160.0,186.27884
2022-09-16,139.0,135.0105
2022-09-19,136.0,131.41402
2022-09-22,166.0,157.10803
2022-09-25,176.0,168.85904
2022-09-28,179.0,229.99478
2022-10-01,183.0,289.703
2022-10-04,209.0,441.74384
2022-10-07,214.0,495.853
