date,covidOccupiedMVBeds,hospitalCases,newAdmissions,newPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate,newDailyNsoDeathsByDeathDate,newCasesBySpecimenDate,newVirusTestsBySpecimenDate,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2022-03-23,302.0,16652.0,2480.0,12128.0,4498.0,12671.0,16057.0,158.0,94185.0,827734.0,-13.0,2.0,43.0,-31.0,-26.0,6.0
2022-03-24,330.0,17119.0,2323.0,11175.0,4531.0,11507.0,14431.0,166.0,82905.0,765224.0,-12.0,5.0,48.0,-30.0,-26.0,6.0
2022-03-25,333.0,17384.0,2226.0,13011.0,4423.0,13532.0,15393.0,182.0,72430.0,709667.0,-11.0,7.0,45.0,-28.0,-27.0,5.0
2022-03-26,345.0,17321.0,2121.0,18279.0,6807.0,18915.0,17521.0,162.0,61456.0,566728.0,-12.0,9.0,48.0,-19.0,-8.0,0.0
2022-03-27,344.0,18037.0,2237.0,7307.0,3381.0,7862.0,7122.0,160.0,68336.0,644557.0,-10.0,0.0,45.0,-17.0,-4.0,-1.0
2022-03-28,363.0,18807.0,2540.0,9927.0,3263.0,10511.0,12784.0,177.0,92857.0,771570.0,-14.0,2.0,33.0,-31.0,-28.0,7.0
2022-03-29,365.0,19052.0,2543.0,10739.0,3570.0,11146.0,13386.0,196.0,80126.0,756062.0,-18.0,1.0,16.0,-32.0,-27.0,7.0
2022-03-30,359.0,19200.0,2668.0,11677.0,4215.0,12276.0,14690.0,182.0,73643.0,741952.0,-18.0,0.0,5.0,-34.0,-26.0,7.0
2022-03-31,356.0,19258.0,2414.0,11595.0,4157.0,12577.0,14065.0,192.0,54791.0,682139.0,-16.0,2.0,8.0,-33.0,-26.0,7.0
2022-04-01,352.0,19605.0,2124.0,10378.0,4024.0,11119.0,13466.0,205.0,47462.0,606822.0,-16.0,2.0,11.0,-31.0,-25.0,6.0
2022-04-02,350.0,19263.0,2073.0,15603.0,7136.0,16498.0,16253.0,192.0,37592.0,446781.0,-17.0,-2.0,9.0,-26.0,-8.0,2.0
2022-04-03,342.0,19616.0,2292.0,8144.0,4046.0,8775.0,8341.0,188.0,42179.0,490747.0,-14.0,-3.0,26.0,-21.0,-5.0,1.0
2022-04-04,351.0,20080.0,2442.0,9216.0,5788.0,9532.0,12727.0,179.0,53727.0,617103.0,-17.0,0.0,13.0,-34.0,-31.0,7.0
2022-04-05,364.0,20089.0,2583.0,8986.0,6196.0,9295.0,12930.0,202.0,49101.0,569395.0,-16.0,1.0,23.0,-33.0,-30.0,7.0
2022-04-06,361.0,20128.0,2431.0,9327.0,6052.0,9735.0,13771.0,196.0,44750.0,551652.0,-16.0,-1.0,10.0,-34.0,-30.0,8.0
2022-04-07,357.0,20049.0,2245.0,9312.0,5878.0,10186.0,13551.0,231.0,38709.0,509987.0,-16.0,1.0,18.0,-33.0,-30.0,7.0
2022-04-08,355.0,19786.0,1997.0,10507.0,6398.0,10925.0,15041.0,238.0,32988.0,464435.0,-13.0,5.0,27.0,-29.0,-30.0,6.0
2022-04-09,367.0,19209.0,1892.0,15642.0,12539.0,16522.0,17682.0,173.0,27885.0,356088.0,-16.0,1.0,22.0,-21.0,-7.0,1.0
2022-04-10,372.0,19348.0,1989.0,8010.0,7291.0,8652.0,9150.0,197.0,30952.0,352015.0,-10.0,0.0,42.0,-17.0,-4.0,0.0
2022-04-11,379.0,19785.0,2097.0,11039.0,8761.0,11431.0,14867.0,185.0,37371.0,501921.0,-7.0,7.0,53.0,-30.0,-36.0,7.0
2022-04-12,385.0,19490.0,2229.0,10587.0,9055.0,10995.0,15063.0,199.0,33771.0,435449.0,-11.0,5.0,35.0,-32.0,-36.0,8.0
2022-04-13,355.0,18750.0,2115.0,11896.0,10311.0,12403.0,15986.0,222.0,31685.0,422916.0,-7.0,6.0,51.0,-30.0,-36.0,7.0
2022-04-14,349.0,18248.0,1889.0,11442.0,10477.0,12384.0,15319.0,192.0,26639.0,396585.0,1.0,17.0,74.0,-27.0,-38.0,5.0
2022-04-15,320.0,17569.0,1637.0,4967.0,5067.0,5276.0,5945.0,172.0,21617.0,302761.0,-10.0,1.0,98.0,-37.0,-65.0,12.0
2022-04-16,332.0,17501.0,1441.0,10992.0,8800.0,11296.0,11203.0,164.0,19925.0,267613.0,-20.0,4.0,61.0,-23.0,-16.0,1.0
2022-04-17,328.0,17336.0,1483.0,2347.0,1946.0,2283.0,2853.0,163.0,20144.0,262774.0,-33.0,-39.0,76.0,-21.0,-17.0,0.0
2022-04-18,326.0,17238.0,1662.0,3335.0,2974.0,3343.0,4040.0,174.0,25223.0,344508.0,-5.0,-4.0,107.0,-42.0,-73.0,13.0
2022-04-19,336.0,17685.0,1614.0,10223.0,8452.0,11007.0,14344.0,159.0,25772.0,415068.0,-13.0,6.0,49.0,-31.0,-35.0,7.0
2022-04-20,349.0,17156.0,1504.0,10057.0,7946.0,10783.0,15025.0,161.0,21457.0,369804.0,-11.0,4.0,59.0,-30.0,-31.0,6.0
2022-04-21,338.0,16230.0,1429.0,9573.0,8496.0,10234.0,14448.0,162.0,18464.0,365448.0,-10.0,6.0,66.0,-29.0,-30.0,6.0
2022-04-22,325.0,15704.0,1361.0,10477.0,8283.0,11135.0,14552.0,156.0,15703.0,336363.0,-13.0,5.0,38.0,-28.0,-30.0,6.0
2022-04-23,325.0,14889.0,1201.0,16106.0,13018.0,16873.0,17506.0,146.0,13210.0,260480.0,-16.0,2.0,24.0,-21.0,-6.0,1.0
2022-04-24,324.0,14773.0,1180.0,7972.0,6239.0,8595.0,8605.0,131.0,14714.0,265780.0,-12.0,0.0,46.0,-16.0,-3.0,0.0
2022-04-25,320.0,14588.0,1268.0,7220.0,4709.0,7575.0,12308.0,129.0,17109.0,408965.0,-12.0,6.0,30.0,-28.0,-25.0,5.0
2022-04-26,326.0,13906.0,1247.0,6717.0,5109.0,7105.0,12771.0,125.0,14560.0,334701.0,-12.0,6.0,35.0,-26.0,-23.0,5.0
2022-04-27,310.0,13471.0,1222.0,7741.0,5115.0,8131.0,14524.0,135.0,13055.0,308098.0,-12.0,6.0,24.0,-27.0,-23.0,5.0
2022-04-28,302.0,12851.0,1071.0,7473.0,4903.0,8688.0,13326.0,130.0,11608.0,292497.0,-10.0,8.0,33.0,-26.0,-23.0,5.0
2022-04-29,305.0,12287.0,996.0,8767.0,5143.0,8960.0,14155.0,108.0,10012.0,268580.0,-8.0,10.0,40.0,-24.0,-24.0,4.0
2022-04-30,304.0,11754.0,823.0,14309.0,10644.0,15146.0,16843.0,107.0,8354.0,210843.0,-10.0,4.0,42.0,-15.0,-6.0,-1.0
2022-05-01,293.0,11536.0,905.0,5472.0,4339.0,5914.0,6490.0,113.0,9034.0,200130.0,-1.0,1.0,34.0,-14.0,-4.0,-1.0
2022-05-02,286.0,11535.0,943.0,2247.0,2227.0,2293.0,3345.0,110.0,11907.0,278977.0,0.0,-5.0,99.0,-40.0,-71.0,13.0
2022-05-03,278.0,11428.0,1018.0,6838.0,4800.0,7210.0,12775.0,107.0,13318.0,338114.0,-13.0,9.0,28.0,-27.0,-25.0,5.0
2022-05-04,277.0,11094.0,1002.0,7682.0,4666.0,8051.0,14146.0,90.0,11672.0,290456.0,-13.0,5.0,20.0,-28.0,-23.0,5.0
2022-05-05,253.0,10604.0,871.0,7230.0,4262.0,7922.0,13134.0,87.0,10221.0,293500.0,-7.0,9.0,50.0,-26.0,-23.0,4.0
2022-05-06,237.0,10090.0,823.0,8500.0,4567.0,8818.0,14082.0,98.0,8954.0,268495.0,-11.0,6.0,34.0,-26.0,-23.0,4.0
2022-05-07,226.0,9584.0,703.0,14980.0,9841.0,15607.0,16860.0,103.0,7517.0,194772.0,-12.0,2.0,36.0,-18.0,-4.0,0.0
2022-05-08,227.0,9525.0,751.0,6968.0,3784.0,7442.0,7663.0,85.0,9062.0,205007.0,-6.0,3.0,63.0,-13.0,-1.0,-1.0
2022-05-09,213.0,9449.0,848.0,6781.0,3186.0,6953.0,11586.0,83.0,10702.0,343105.0,-11.0,6.0,38.0,-27.0,-24.0,5.0
2022-05-10,203.0,9140.0,873.0,7002.0,3832.0,7226.0,12495.0,101.0,9748.0,267876.0,-12.0,7.0,34.0,-26.0,-23.0,4.0
2022-05-11,202.0,8752.0,773.0,7164.0,3427.0,7464.0,12921.0,79.0,8725.0,235819.0,-13.0,4.0,15.0,-27.0,-23.0,5.0
2022-05-12,191.0,8301.0,792.0,6653.0,3596.0,7127.0,11986.0,69.0,7642.0,228428.0,-10.0,7.0,40.0,-26.0,-22.0,4.0
2022-05-13,189.0,8000.0,631.0,6642.0,3826.0,6809.0,11750.0,72.0,6942.0,213008.0,-10.0,8.0,42.0,-25.0,-23.0,4.0
2022-05-14,197.0,7662.0,618.0,12100.0,8636.0,12728.0,14361.0,66.0,6120.0,164143.0,-14.0,3.0,56.0,-16.0,-5.0,-1.0
2022-05-15,199.0,7646.0,635.0,5063.0,3764.0,5554.0,6958.0,73.0,7973.0,187838.0,-11.0,1.0,25.0,-15.0,-3.0,0.0
2022-05-16,189.0,7468.0,697.0,4903.0,2763.0,5032.0,10458.0,66.0,9417.0,318190.0,-12.0,6.0,30.0,-27.0,-25.0,5.0
2022-05-17,201.0,7136.0,673.0,5242.0,3597.0,5483.0,11488.0,72.0,8286.0,241562.0,-11.0,6.0,48.0,-25.0,-23.0,4.0
2022-05-18,188.0,6763.0,723.0,5578.0,3086.0,5811.0,11594.0,46.0,7638.0,221061.0,-10.0,7.0,42.0,-25.0,-22.0,4.0
2022-05-19,191.0,6618.0,658.0,5237.0,3110.0,5747.0,11198.0,46.0,6820.0,227588.0,-9.0,8.0,55.0,-25.0,-23.0,4.0
2022-05-20,194.0,6407.0,532.0,5978.0,3398.0,6310.0,11214.0,72.0,5821.0,218340.0,-12.0,7.0,26.0,-25.0,-23.0,4.0
2022-05-21,184.0,6190.0,454.0,10380.0,6967.0,10855.0,13534.0,49.0,5019.0,157425.0,-13.0,3.0,43.0,-16.0,-5.0,-1.0
2022-05-22,175.0,6137.0,536.0,4043.0,2567.0,4471.0,5849.0,59.0,5997.0,166840.0,-8.0,3.0,56.0,-11.0,-2.0,-1.0
2022-05-23,168.0,6124.0,595.0,4174.0,2131.0,4339.0,9023.0,63.0,7313.0,289053.0,-12.0,7.0,31.0,-26.0,-24.0,5.0
2022-05-24,160.0,5746.0,584.0,4439.0,2589.0,4554.0,9520.0,51.0,6679.0,230107.0,-12.0,7.0,32.0,-25.0,-23.0,5.0
2022-05-25,153.0,5603.0,599.0,4611.0,2372.0,4767.0,9611.0,34.0,6293.0,223401.0,-10.0,7.0,23.0,-25.0,-23.0,5.0
2022-05-26,151.0,5474.0,507.0,4913.0,2273.0,5433.0,9208.0,45.0,5753.0,236573.0,-8.0,9.0,37.0,-24.0,-23.0,4.0
2022-05-27,149.0,5224.0,529.0,5539.0,2554.0,5748.0,9486.0,45.0,5409.0,208356.0,-7.0,9.0,54.0,-21.0,-24.0,3.0
2022-05-28,140.0,5030.0,457.0,10271.0,5365.0,10888.0,11758.0,34.0,4988.0,147629.0,-13.0,4.0,48.0,-13.0,-6.0,-2.0
2022-05-29,135.0,4979.0,521.0,4355.0,2375.0,4866.0,5735.0,30.0,5680.0,147217.0,-7.0,2.0,47.0,-9.0,-3.0,-1.0
2022-05-30,134.0,5060.0,574.0,7156.0,3409.0,7449.0,10384.0,51.0,7115.0,245867.0,-2.0,8.0,54.0,-26.0,-36.0,6.0
2022-05-31,133.0,5021.0,597.0,8132.0,3845.0,8323.0,10902.0,51.0,7093.0,196282.0,-1.0,11.0,51.0,-26.0,-35.0,6.0
2022-06-01,139.0,4775.0,584.0,7782.0,3920.0,8145.0,10810.0,25.0,7011.0,183849.0,9.0,20.0,74.0,-21.0,-36.0,4.0
2022-06-02,141.0,4797.0,530.0,1797.0,819.0,1831.0,2796.0,48.0,6209.0,161841.0,7.0,10.0,151.0,-30.0,-67.0,10.0
2022-06-03,136.0,4805.0,505.0,969.0,611.0,931.0,1393.0,28.0,6635.0,155641.0,-13.0,-5.0,112.0,-36.0,-68.0,12.0
2022-06-04,127.0,4765.0,532.0,6003.0,3095.0,6196.0,7421.0,38.0,7492.0,136596.0,-23.0,-3.0,51.0,-20.0,-14.0,0.0
2022-06-05,128.0,4912.0,643.0,2695.0,921.0,2953.0,3998.0,30.0,9815.0,153381.0,-21.0,-4.0,17.0,-15.0,-6.0,0.0
2022-06-06,136.0,5102.0,749.0,4181.0,1932.0,4368.0,7924.0,43.0,11747.0,265604.0,-12.0,8.0,37.0,-28.0,-29.0,6.0
2022-06-07,132.0,5122.0,727.0,4416.0,2391.0,4550.0,8328.0,33.0,11411.0,208299.0,-12.0,8.0,46.0,-24.0,-25.0,5.0
2022-06-08,139.0,5109.0,811.0,4549.0,2006.0,4799.0,8751.0,43.0,11784.0,201347.0,-12.0,8.0,31.0,-25.0,-24.0,5.0
2022-06-09,146.0,5112.0,775.0,4157.0,1937.0,4762.0,7966.0,27.0,11319.0,221696.0,-11.0,8.0,40.0,-24.0,-24.0,5.0
2022-06-10,135.0,5310.0,750.0,4878.0,2058.0,5160.0,8679.0,44.0,10784.0,196969.0,-10.0,8.0,50.0,-22.0,-24.0,4.0
2022-06-11,145.0,5314.0,701.0,10266.0,5427.0,11266.0,11626.0,32.0,10077.0,143162.0,-15.0,3.0,45.0,-15.0,-4.0,-1.0
2022-06-12,147.0,5485.0,786.0,3938.0,2060.0,4643.0,5081.0,43.0,12693.0,151037.0,-8.0,4.0,55.0,-10.0,-1.0,-1.0
2022-06-13,152.0,5752.0,883.0,3493.0,1657.0,3641.0,6934.0,41.0,15272.0,262225.0,-9.0,9.0,52.0,-23.0,-25.0,4.0
2022-06-14,153.0,5871.0,945.0,4063.0,2061.0,4262.0,7569.0,36.0,15141.0,206365.0,-9.0,9.0,60.0,-22.0,-23.0,4.0
2022-06-15,153.0,6054.0,1035.0,4260.0,1764.0,4532.0,7288.0,45.0,14837.0,196096.0,-8.0,11.0,58.0,-22.0,-23.0,4.0
2022-06-16,149.0,6238.0,1002.0,4093.0,1842.0,4503.0,7099.0,57.0,14225.0,214039.0,-7.0,13.0,66.0,-22.0,-24.0,4.0
2022-06-17,138.0,6320.0,1011.0,4125.0,1696.0,4273.0,6546.0,45.0,13919.0,190582.0,-11.0,11.0,67.0,-21.0,-26.0,4.0
2022-06-18,159.0,6509.0,936.0,9221.0,4188.0,9877.0,9264.0,44.0,13623.0,143388.0,-16.0,6.0,28.0,-16.0,-6.0,0.0
2022-06-19,161.0,6805.0,1086.0,3482.0,1692.0,4230.0,3523.0,47.0,16997.0,158616.0,-5.0,6.0,46.0,-9.0,-1.0,-1.0
2022-06-20,174.0,7167.0,1250.0,4173.0,1724.0,4342.0,6325.0,48.0,19942.0,266643.0,-8.0,10.0,67.0,-22.0,-25.0,4.0
2022-06-21,172.0,7467.0,1384.0,3992.0,2245.0,4409.0,6741.0,58.0,20896.0,217088.0,-10.0,11.0,66.0,-36.0,-26.0,5.0
2022-06-22,172.0,7759.0,1351.0,4191.0,2121.0,4442.0,7101.0,73.0,20873.0,206112.0,-10.0,10.0,64.0,-28.0,-25.0,5.0
2022-06-23,178.0,8028.0,1454.0,3867.0,1946.0,4483.0,6692.0,62.0,19590.0,229388.0,-11.0,10.0,59.0,-35.0,-26.0,5.0
2022-06-24,191.0,8450.0,1330.0,4883.0,2131.0,5136.0,7419.0,48.0,18350.0,203256.0,-10.0,9.0,50.0,-24.0,-26.0,4.0
2022-06-25,203.0,8743.0,1230.0,10376.0,5305.0,11272.0,10487.0,72.0,16800.0,156501.0,-14.0,4.0,46.0,-24.0,-6.0,0.0
2022-06-26,214.0,9315.0,1472.0,4405.0,2456.0,5312.0,4688.0,69.0,20778.0,169633.0,-7.0,4.0,54.0,-11.0,-2.0,-1.0
2022-06-27,218.0,9784.0,1660.0,4999.0,1888.0,5246.0,7492.0,64.0,25104.0,285528.0,-9.0,8.0,43.0,-23.0,-26.0,5.0
2022-06-28,237.0,10123.0,1719.0,4982.0,2101.0,5435.0,7399.0,72.0,25041.0,243993.0,-10.0,8.0,40.0,-23.0,-25.0,5.0
2022-06-29,234.0,10686.0,1833.0,5186.0,1853.0,5471.0,7795.0,83.0,24601.0,233179.0,-8.0,8.0,36.0,-23.0,-24.0,5.0
2022-06-30,253.0,11087.0,1854.0,5220.0,2071.0,5606.0,7223.0,75.0,24240.0,249760.0,-6.0,10.0,45.0,-22.0,-25.0,5.0
2022-07-01,264.0,11627.0,1546.0,6076.0,1870.0,6406.0,6749.0,79.0,23650.0,237471.0,-9.0,8.0,47.0,-20.0,-27.0,4.0
2022-07-02,254.0,11932.0,1590.0,12842.0,4042.0,14944.0,8699.0,90.0,21961.0,174464.0,-14.0,2.0,41.0,-13.0,-6.0,0.0
2022-07-03,257.0,12330.0,1973.0,5554.0,1595.0,6616.0,3823.0,69.0,27780.0,187498.0,-8.0,3.0,56.0,-8.0,-3.0,-1.0
2022-07-04,265.0,13111.0,2156.0,6064.0,1467.0,6290.0,6442.0,91.0,33704.0,308619.0,-8.0,9.0,56.0,-23.0,-28.0,5.0
2022-07-05,273.0,13588.0,2176.0,5806.0,1800.0,6120.0,6606.0,102.0,31415.0,261827.0,-9.0,9.0,58.0,-23.0,-26.0,5.0
2022-07-06,260.0,14086.0,2191.0,6173.0,1689.0,6450.0,7110.0,116.0,29698.0,251802.0,-9.0,7.0,46.0,-24.0,-26.0,5.0
2022-07-07,271.0,14482.0,2233.0,6357.0,1665.0,6741.0,7038.0,102.0,26454.0,267026.0,-7.0,10.0,66.0,-23.0,-26.0,4.0
2022-07-08,267.0,14908.0,1921.0,6504.0,1624.0,6836.0,7023.0,109.0,24611.0,221237.0,-9.0,10.0,68.0,-22.0,-28.0,4.0
2022-07-09,271.0,15091.0,1803.0,13954.0,3435.0,14736.0,8012.0,109.0,21246.0,174376.0,-16.0,4.0,69.0,-12.0,-8.0,-1.0
2022-07-10,295.0,15590.0,2069.0,5527.0,1586.0,5936.0,3621.0,116.0,25096.0,197978.0,-10.0,6.0,79.0,-6.0,-5.0,-2.0
2022-07-11,306.0,16065.0,2254.0,5015.0,1247.0,5126.0,6406.0,128.0,29826.0,296476.0,-7.0,13.0,71.0,-23.0,-30.0,5.0
2022-07-12,299.0,16470.0,2207.0,5276.0,1519.0,5670.0,6648.0,154.0,26946.0,252787.0,-10.0,9.0,60.0,-24.0,-29.0,5.0
2022-07-13,315.0,16602.0,2173.0,5882.0,1596.0,6137.0,6972.0,135.0,23856.0,256177.0,-7.0,10.0,62.0,-24.0,-27.0,5.0
2022-07-14,320.0,16704.0,2052.0,5823.0,1661.0,6225.0,6729.0,126.0,21100.0,256562.0,-6.0,11.0,69.0,-23.0,-27.0,5.0
2022-07-15,326.0,16831.0,1682.0,6003.0,1478.0,6195.0,6650.0,105.0,18359.0,238775.0,-13.0,4.0,64.0,-23.0,-29.0,5.0
2022-07-16,343.0,16500.0,1538.0,13688.0,3264.0,14742.0,8175.0,122.0,15017.0,166919.0,-16.0,7.0,61.0,-12.0,-7.0,-1.0
2022-07-17,324.0,16602.0,1860.0,4872.0,1071.0,5360.0,3461.0,159.0,17236.0,178166.0,-11.0,8.0,64.0,-8.0,-4.0,-1.0
2022-07-18,337.0,16747.0,1988.0,3784.0,973.0,4075.0,4953.0,127.0,18718.0,266976.0,-13.0,10.0,59.0,-30.0,-33.0,10.0
2022-07-19,352.0,16558.0,2037.0,3502.0,924.0,3910.0,4470.0,225.0,16670.0,202363.0,-16.0,9.0,42.0,-34.0,-33.0,16.0
2022-07-20,325.0,16254.0,1929.0,4930.0,1582.0,5419.0,5899.0,191.0,16169.0,221886.0,-5.0,14.0,51.0,-24.0,-27.0,6.0
2022-07-21,320.0,16051.0,1735.0,5649.0,1741.0,6108.0,6299.0,126.0,14158.0,228338.0,-4.0,12.0,64.0,-23.0,-28.0,5.0
2022-07-22,335.0,15796.0,1417.0,6339.0,1748.0,6756.0,6274.0,117.0,12378.0,205735.0,-9.0,8.0,52.0,-23.0,-31.0,6.0
2022-07-23,319.0,14966.0,1305.0,10992.0,2920.0,11941.0,7341.0,127.0,9934.0,145415.0,-15.0,3.0,49.0,-14.0,-7.0,0.0
2022-07-24,341.0,15044.0,1440.0,4189.0,1270.0,4537.0,3285.0,132.0,11275.0,147383.0,-12.0,-1.0,50.0,-13.0,-5.0,0.0
2022-07-25,349.0,14981.0,1509.0,5825.0,1808.0,6224.0,6329.0,114.0,13299.0,252057.0,-4.0,9.0,63.0,-25.0,-35.0,7.0
2022-07-26,339.0,14556.0,1465.0,5265.0,2019.0,6073.0,6141.0,120.0,11725.0,206489.0,-4.0,9.0,78.0,-23.0,-34.0,6.0
2022-07-27,318.0,14262.0,1360.0,5298.0,1884.0,5747.0,6376.0,115.0,10544.0,194325.0,-3.0,9.0,76.0,-33.0,-35.0,7.0
2022-07-28,308.0,13716.0,1320.0,5680.0,1991.0,6205.0,5872.0,126.0,9329.0,206705.0,-2.0,11.0,82.0,-25.0,-34.0,6.0
2022-07-29,296.0,13366.0,1133.0,4999.0,1594.0,5398.0,5249.0,118.0,8508.0,178764.0,-4.0,9.0,82.0,-21.0,-36.0,5.0
2022-07-30,282.0,12670.0,1046.0,7667.0,2185.0,8478.0,6324.0,77.0,7325.0,128686.0,-13.0,2.0,49.0,-16.0,-9.0,-1.0
2022-07-31,266.0,12540.0,1240.0,3333.0,1041.0,3739.0,3064.0,98.0,8426.0,129467.0,-7.0,3.0,54.0,-7.0,-4.0,-1.0
2022-08-01,280.0,12502.0,1248.0,4150.0,1283.0,4667.0,4810.0,93.0,9835.0,227114.0,-1.0,10.0,90.0,-23.0,-37.0,6.0
2022-08-02,273.0,12203.0,1197.0,3635.0,1510.0,4681.0,4679.0,102.0,9170.0,192612.0,-4.0,9.0,74.0,-25.0,-36.0,7.0
2022-08-03,262.0,11796.0,1189.0,4033.0,1390.0,4531.0,5036.0,108.0,8353.0,172252.0,-3.0,9.0,82.0,-24.0,-35.0,6.0
2022-08-04,258.0,11411.0,1123.0,3857.0,1552.0,4319.0,4749.0,85.0,7296.0,186756.0,-3.0,10.0,94.0,-24.0,-35.0,6.0
2022-08-05,249.0,10973.0,1014.0,3852.0,1300.0,4229.0,4538.0,87.0,6548.0,170300.0,-7.0,8.0,82.0,-23.0,-37.0,5.0
2022-08-06,241.0,10566.0,844.0,5653.0,1762.0,6455.0,5331.0,65.0,5420.0,122001.0,-15.0,2.0,67.0,-10.0,-10.0,-1.0
2022-08-07,234.0,10510.0,984.0,2489.0,826.0,2733.0,2343.0,100.0,6547.0,120517.0,-7.0,4.0,82.0,-5.0,-5.0,-2.0
2022-08-08,246.0,10604.0,1087.0,3445.0,1101.0,3839.0,4177.0,100.0,8068.0,214738.0,-3.0,11.0,100.0,-23.0,-37.0,5.0
2022-08-09,254.0,10271.0,1083.0,2903.0,1202.0,3660.0,3975.0,90.0,7309.0,170538.0,-5.0,10.0,97.0,-24.0,-36.0,5.0
2022-08-10,240.0,10120.0,1126.0,3088.0,1332.0,3434.0,4393.0,76.0,6748.0,158065.0,-5.0,10.0,93.0,-25.0,-35.0,6.0
2022-08-11,230.0,9938.0,1012.0,2998.0,1092.0,3286.0,4050.0,98.0,6193.0,174358.0,-7.0,11.0,98.0,-25.0,-36.0,6.0
2022-08-12,219.0,9665.0,864.0,2804.0,1118.0,3026.0,3763.0,107.0,5339.0,149443.0,-12.0,8.0,85.0,-24.0,-37.0,5.0
2022-08-13,216.0,9601.0,842.0,4334.0,1364.0,4397.0,4584.0,92.0,4495.0,104971.0,-20.0,2.0,66.0,-18.0,-10.0,-1.0
2022-08-14,211.0,9750.0,838.0,1929.0,536.0,2026.0,2297.0,90.0,5363.0,107025.0,-12.0,3.0,73.0,-8.0,-5.0,-1.0
2022-08-15,222.0,9724.0,969.0,2761.0,1066.0,2971.0,3711.0,89.0,6424.0,202022.0,-5.0,10.0,75.0,-25.0,-36.0,8.0
2022-08-16,214.0,9433.0,904.0,2784.0,1338.0,3225.0,3890.0,71.0,5559.0,158025.0,-6.0,7.0,56.0,-26.0,-35.0,8.0
2022-08-17,224.0,9048.0,865.0,2891.0,1224.0,3115.0,4086.0,56.0,5032.0,148626.0,-6.0,6.0,59.0,-25.0,-34.0,9.0
2022-08-18,201.0,8913.0,769.0,2863.0,1127.0,3075.0,3706.0,63.0,4564.0,164300.0,-5.0,9.0,79.0,-34.0,-35.0,9.0
2022-08-19,196.0,8516.0,735.0,2884.0,1223.0,2965.0,3754.0,69.0,4012.0,135903.0,-8.0,7.0,76.0,-28.0,-36.0,8.0
2022-08-20,179.0,8190.0,637.0,4606.0,1670.0,4980.0,4887.0,76.0,3502.0,100927.0,-15.0,2.0,55.0,-23.0,-8.0,1.0
2022-08-21,178.0,8116.0,672.0,1648.0,643.0,1729.0,1858.0,61.0,4085.0,103898.0,-7.0,2.0,70.0,-8.0,-3.0,0.0
2022-08-22,172.0,8218.0,749.0,3219.0,1084.0,3493.0,3708.0,65.0,5224.0,195650.0,-4.0,7.0,65.0,-25.0,-36.0,8.0
2022-08-23,144.0,7753.0,791.0,2854.0,1298.0,3606.0,3873.0,78.0,4778.0,144233.0,-4.0,8.0,78.0,-24.0,-34.0,8.0
2022-08-24,161.0,7572.0,730.0,2784.0,1072.0,3104.0,3572.0,52.0,4554.0,140190.0,-4.0,8.0,71.0,-24.0,-34.0,8.0
2022-08-25,153.0,7500.0,741.0,2815.0,1295.0,3104.0,3268.0,49.0,3796.0,153452.0,-5.0,8.0,69.0,-26.0,-35.0,8.0
2022-08-26,147.0,7005.0,575.0,2812.0,1254.0,2973.0,3425.0,44.0,3451.0,117826.0,-5.0,9.0,84.0,-22.0,-37.0,7.0
2022-08-27,145.0,6947.0,525.0,3561.0,1305.0,3921.0,3816.0,58.0,3112.0,87705.0,-14.0,2.0,71.0,-11.0,-10.0,0.0
2022-08-28,147.0,6871.0,602.0,1360.0,440.0,1346.0,1479.0,61.0,3439.0,81249.0,-1.0,2.0,93.0,-4.0,-4.0,-2.0
2022-08-29,154.0,6930.0,674.0,653.0,158.0,594.0,841.0,54.0,4662.0,128291.0,0.0,-1.0,122.0,-35.0,-69.0,12.0
2022-08-30,156.0,6930.0,674.0,2996.0,1220.0,3735.0,3725.0,43.0,5226.0,145268.0,-4.0,12.0,68.0,-25.0,-35.0,6.0
2022-08-31,163.0,6828.0,646.0,3075.0,1404.0,3565.0,4272.0,75.0,4616.0,112605.0,-2.0,10.0,63.0,-25.0,-33.0,7.0
2022-09-01,166.0,6733.0,612.0,2049.0,877.0,2013.0,3218.0,44.0,4350.0,103449.0,-6.0,9.0,65.0,-25.0,-31.0,5.0
2022-09-02,158.0,6497.0,546.0,2084.0,814.0,2057.0,3263.0,48.0,3808.0,90261.0,-9.0,7.0,54.0,-24.0,-31.0,5.0
2022-09-03,148.0,6322.0,498.0,2930.0,1004.0,3526.0,3347.0,54.0,3417.0,68660.0,-12.0,2.0,33.0,-14.0,-8.0,0.0
2022-09-04,132.0,6359.0,534.0,1168.0,293.0,1147.0,1187.0,45.0,4288.0,69029.0,-9.0,5.0,40.0,-12.0,-3.0,0.0
2022-09-05,139.0,6363.0,616.0,1143.0,376.0,1052.0,1995.0,39.0,5125.0,105395.0,-7.0,8.0,44.0,-24.0,-29.0,5.0
2022-09-06,150.0,6257.0,633.0,1124.0,380.0,1069.0,1831.0,40.0,4578.0,87504.0,-12.0,6.0,28.0,-24.0,-27.0,5.0
