date,covidOccupiedMVBeds,hospitalCases,newAdmissions,newPeopleVaccinatedCompleteByVaccinationDate,newPeopleVaccinatedFirstDoseByVaccinationDate,newPeopleVaccinatedSecondDoseByVaccinationDate,newPeopleVaccinatedThirdInjectionByVaccinationDate,newDailyNsoDeathsByDeathDate,newCasesBySpecimenDate,newVirusTestsBySpecimenDate,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2022-09-07,133.0,6078.0,608.0,1067.0,426.0,1048.0,1819.0,61.0,4235.0,77708.0,-11.0,7.0,30.0,-23.0,-26.0,5.0
2022-09-08,143.0,6022.0,586.0,917.0,384.0,877.0,1742.0,47.0,3747.0,75033.0,-12.0,5.0,26.0,-24.0,-27.0,5.0
2022-09-09,136.0,5915.0,490.0,1038.0,444.0,1002.0,1433.0,38.0,3553.0,69579.0,-13.0,6.0,28.0,-23.0,-27.0,5.0
2022-09-10,141.0,5752.0,451.0,2397.0,1098.0,2932.0,1456.0,48.0,3268.0,53701.0,-15.0,3.0,35.0,-15.0,-7.0,0.0
2022-09-11,144.0,5784.0,542.0,864.0,192.0,965.0,612.0,31.0,4347.0,55894.0,-10.0,4.0,45.0,-9.0,-2.0,0.0
2022-09-12,136.0,5725.0,526.0,1579.0,857.0,1520.0,5453.0,43.0,5308.0,88580.0,-11.0,7.0,42.0,-21.0,-27.0,5.0
2022-09-13,160.0,5677.0,595.0,1422.0,740.0,1481.0,3864.0,50.0,5148.0,77228.0,-11.0,7.0,37.0,-21.0,-27.0,4.0
2022-09-14,152.0,5596.0,602.0,1437.0,808.0,1456.0,4010.0,45.0,4973.0,74316.0,-10.0,7.0,39.0,-21.0,-26.0,4.0
2022-09-15,150.0,5625.0,569.0,1469.0,701.0,1421.0,3641.0,49.0,4634.0,73484.0,-9.0,9.0,44.0,-23.0,-26.0,4.0
2022-09-16,139.0,5591.0,499.0,1655.0,951.0,1640.0,3753.0,39.0,4134.0,65964.0,-9.0,10.0,40.0,-20.0,-27.0,4.0
2022-09-17,133.0,5487.0,504.0,3441.0,1539.0,3764.0,4839.0,40.0,3521.0,50266.0,-11.0,7.0,38.0,-11.0,-7.0,-1.0
2022-09-18,140.0,5585.0,577.0,1497.0,495.0,1594.0,1935.0,40.0,4339.0,49938.0,-1.0,20.0,45.0,-6.0,-4.0,-2.0
2022-09-19,136.0,5751.0,794.0,293.0,111.0,247.0,812.0,49.0,6166.0,66002.0,-60.0,-61.0,46.0,-53.0,-78.0,21.0
2022-09-20,151.0,5906.0,845.0,1320.0,686.0,1342.0,3269.0,50.0,7828.0,80480.0,-8.0,22.0,36.0,-20.0,-26.0,4.0
2022-09-21,159.0,6199.0,871.0,1377.0,751.0,1431.0,3573.0,37.0,7553.0,75640.0,-9.0,11.0,35.0,-21.0,-26.0,4.0
2022-09-22,166.0,6480.0,865.0,1335.0,718.0,1324.0,3597.0,50.0,6815.0,77495.0,-10.0,9.0,34.0,-21.0,-26.0,5.0
2022-09-23,168.0,6735.0,727.0,2319.0,808.0,2311.0,3721.0,54.0,6485.0,70719.0,-10.0,10.0,33.0,-20.0,-27.0,4.0
2022-09-24,164.0,6950.0,744.0,3547.0,1590.0,3937.0,4862.0,49.0,5719.0,53704.0,-11.0,6.0,31.0,-12.0,-7.0,0.0
2022-09-25,176.0,7222.0,986.0,1489.0,509.0,1583.0,1894.0,41.0,7240.0,58512.0,-7.0,5.0,37.0,-10.0,-4.0,0.0
2022-09-26,170.0,7676.0,1016.0,1356.0,734.0,1324.0,3128.0,66.0,8618.0,84896.0,-10.0,7.0,21.0,-22.0,-28.0,5.0
2022-09-27,177.0,8033.0,1062.0,1291.0,811.0,1359.0,3729.0,69.0,8255.0,78963.0,-11.0,9.0,18.0,-22.0,-26.0,5.0
2022-09-28,179.0,8289.0,1166.0,1445.0,900.0,1566.0,4095.0,62.0,8414.0,78561.0,-7.0,10.0,23.0,-21.0,-25.0,5.0
2022-09-29,179.0,8559.0,1184.0,1503.0,1096.0,1475.0,4079.0,67.0,7895.0,78800.0,-8.0,11.0,31.0,-21.0,-25.0,4.0
2022-09-30,175.0,8975.0,903.0,1598.0,936.0,1585.0,4095.0,65.0,7615.0,71924.0,-12.0,6.0,4.0,-22.0,-26.0,5.0
2022-10-01,183.0,9407.0,1124.0,3543.0,1675.0,4199.0,6088.0,81.0,7065.0,57589.0,-8.0,8.0,20.0,-21.0,-8.0,0.0
2022-10-02,194.0,9749.0,1284.0,1443.0,522.0,2042.0,2090.0,64.0,9204.0,61250.0,-6.0,5.0,32.0,-10.0,-3.0,0.0
2022-10-03,206.0,10268.0,1364.0,1155.0,696.0,1110.0,3404.0,83.0,11692.0,88664.0,-8.0,10.0,29.0,-21.0,-26.0,5.0
2022-10-04,209.0,10770.0,1461.0,1261.0,828.0,1248.0,4367.0,92.0,10965.0,88721.0,-11.0,8.0,17.0,-21.0,-24.0,5.0
2022-10-05,215.0,11142.0,1292.0,1426.0,1102.0,1441.0,4640.0,99.0,10231.0,85723.0,-13.0,6.0,4.0,-31.0,-26.0,6.0
2022-10-06,210.0,11460.0,1201.0,1452.0,1074.0,1395.0,4758.0,97.0,9389.0,84200.0,-9.0,9.0,29.0,-22.0,-23.0,5.0
2022-10-07,214.0,11635.0,987.0,1534.0,1374.0,1507.0,4521.0,101.0,8950.0,79331.0,-12.0,7.0,17.0,-22.0,-25.0,5.0
2022-10-08,223.0,11630.0,922.0,3930.0,2079.0,4309.0,7147.0,92.0,7053.0,63862.0,-9.0,6.0,31.0,-22.0,-6.0,0.0
2022-10-09,218.0,11813.0,1272.0,1473.0,684.0,1546.0,2447.0,101.0,8558.0,64799.0,-8.0,3.0,32.0,-12.0,-4.0,0.0
2022-10-10,221.0,12071.0,1298.0,1190.0,862.0,1142.0,3938.0,93.0,10497.0,90573.0,-10.0,7.0,30.0,-23.0,-26.0,5.0
2022-10-11,241.0,12179.0,1243.0,1281.0,910.0,1280.0,4764.0,110.0,9461.0,90914.0,-11.0,7.0,29.0,-21.0,-24.0,5.0
2022-10-12,240.0,12314.0,1189.0,1375.0,1000.0,1370.0,5189.0,127.0,8769.0,88013.0,-11.0,6.0,16.0,-22.0,-24.0,5.0
2022-10-13,248.0,12229.0,1276.0,1423.0,937.0,1361.0,5199.0,112.0,8134.0,85179.0,-9.0,9.0,30.0,-21.0,-24.0,5.0
2022-10-14,243.0,12079.0,1001.0,1543.0,1123.0,1509.0,5267.0,116.0,7970.0,82131.0,-10.0,9.0,18.0,-21.0,-25.0,5.0
2022-10-15,236.0,12191.0,943.0,3586.0,2177.0,4854.0,8726.0,109.0,6442.0,65751.0,-11.0,6.0,13.0,-15.0,-7.0,1.0
