,true_value,predicted_value
2021-07-22,86.0,115.75459
2021-07-25,73.0,163.35126
2021-07-28,84.0,107.07175
2021-07-31,91.0,155.5723
2021-08-03,80.0,123.04949
2021-08-06,98.0,117.30818
2021-08-09,84.0,122.669014
2021-08-12,106.0,93.498024
2021-08-15,91.0,105.85295
2021-08-18,111.0,127.86684
2021-08-21,116.0,121.37933
2021-08-24,118.0,152.33176
2021-08-27,139.0,133.30434
2021-08-30,108.0,154.34918
2021-09-02,136.0,213.67223
2021-09-05,163.0,172.35416
2021-09-08,143.0,104.18992
2021-09-11,145.0,164.14293
2021-09-14,170.0,147.65575
2021-09-17,184.0,132.67845
2021-09-20,159.0,142.89067
2021-09-23,149.0,95.32584
2021-09-26,111.0,123.47517
2021-09-29,141.0,119.70003
2021-10-02,117.0,133.99184
2021-10-05,135.0,146.22264
2021-10-08,122.0,161.05913
2021-10-11,138.0,140.35999
2021-10-14,161.0,142.23032
2021-10-17,141.0,134.12038
2021-10-20,154.0,154.13815
2021-10-23,172.0,167.32347
2021-10-26,178.0,161.46013
2021-10-29,185.0,188.6312
2021-11-01,190.0,243.27458
2021-11-04,169.0,175.09798
2021-11-07,160.0,140.22795
2021-11-10,168.0,201.5039
2021-11-13,152.0,216.15936
2021-11-16,166.0,179.9841
2021-11-19,142.0,215.79881
2021-11-22,131.0,153.4368
2021-11-25,141.0,153.72372
2021-11-28,143.0,147.52806
2021-12-01,138.0,177.26093
2021-12-04,162.0,153.74026
2021-12-07,131.0,155.2066
2021-12-10,122.0,160.00989
2021-12-13,112.0,143.70251
2021-12-16,118.0,119.06183
2021-12-19,115.0,138.74954
2021-12-22,136.0,187.93373
2021-12-25,111.0,267.22943
2021-12-28,162.0,410.70102
2021-12-31,155.0,508.01147
2022-01-03,178.0,556.77576
2022-01-06,222.0,544.82513
2022-01-09,240.0,651.40704
2022-01-12,239.0,603.35156
2022-01-15,259.0,573.08826
2022-01-18,233.0,507.01678
2022-01-21,248.0,403.82224
2022-01-24,229.0,296.03247
2022-01-27,220.0,272.71033
2022-01-30,190.0,336.7673
2022-02-02,188.0,378.65433
2022-02-05,172.0,284.41385
2022-02-08,158.0,322.93286
2022-02-11,141.0,309.74384
2022-02-14,158.0,258.18356
2022-02-17,124.0,167.36777
2022-02-20,127.0,207.9507
2022-02-23,119.0,146.3723
2022-02-26,103.0,218.04295
2022-03-01,106.0,170.47859
2022-03-04,112.0,158.47865
2022-03-07,123.0,178.30818
2022-03-10,114.0,146.43228
2022-03-13,112.0,171.48618
2022-03-16,146.0,177.14995
2022-03-19,165.0,143.27295
2022-03-22,167.0,212.86577
2022-03-25,182.0,222.44173
2022-03-28,177.0,292.81436
2022-03-31,192.0,230.63118
2022-04-03,188.0,323.73685
2022-04-06,196.0,435.80347
2022-04-09,173.0,416.24536
2022-04-12,199.0,414.21478
2022-04-15,172.0,220.98047
2022-04-18,174.0,180.48193
2022-04-21,162.0,243.98561
2022-04-24,131.0,248.26082
2022-04-27,135.0,212.10077
2022-04-30,107.0,212.75627
2022-05-03,107.0,156.75732
2022-05-06,98.0,116.87905
2022-05-09,83.0,131.47604
2022-05-12,69.0,123.3647
2022-05-15,73.0,160.60439
2022-05-18,46.0,124.64496
2022-05-21,49.0,72.74529
2022-05-24,51.0,114.51295
2022-05-27,45.0,86.74742
2022-05-30,51.0,80.13963
2022-06-02,48.0,92.73912
2022-06-05,30.0,73.61057
2022-06-08,43.0,67.09336
2022-06-11,32.0,72.26696
2022-06-14,36.0,62.45379
2022-06-17,45.0,98.037346
2022-06-20,48.0,117.62729
2022-06-23,62.0,134.20464
2022-06-26,69.0,118.28198
2022-06-29,83.0,172.89912
2022-07-02,90.0,132.93709
2022-07-05,102.0,138.59143
2022-07-08,109.0,132.10138
2022-07-11,128.0,170.46356
2022-07-14,126.0,169.23557
2022-07-17,159.0,162.11368
2022-07-20,191.0,189.80586
2022-07-23,127.0,200.34926
2022-07-26,120.0,129.845
2022-07-29,118.0,121.87877
2022-08-01,93.0,166.31906
2022-08-04,85.0,82.706474
2022-08-07,100.0,106.19675
2022-08-10,76.0,97.643745
2022-08-13,92.0,68.99653
2022-08-16,71.0,88.43431
2022-08-19,69.0,109.284935
2022-08-22,65.0,85.50768
2022-08-25,49.0,81.384834
2022-08-28,61.0,76.640396
2022-08-31,75.0,86.09645
2022-09-03,54.0,81.53633
2022-09-06,40.0,64.87427
2022-09-09,38.0,48.800568
2022-09-12,43.0,43.136993
2022-09-15,49.0,51.75538
2022-09-18,40.0,43.82715
2022-09-21,37.0,48.009235
2022-09-24,49.0,50.996437
2022-09-27,69.0,75.715034
2022-09-30,65.0,121.60677
