,true_value,predicted_value
2021-09-04,145.0,148.72137
2021-09-07,165.0,185.09612
2021-09-10,150.0,184.59732
2021-09-13,118.0,161.59038
2021-09-16,162.0,108.064255
2021-09-19,137.0,129.44896
2021-09-22,158.0,124.9649
2021-09-25,127.0,150.2117
2021-09-28,121.0,138.87276
2021-10-01,139.0,144.76465
2021-10-04,113.0,127.0349
2021-10-07,133.0,138.07695
2021-10-10,114.0,139.56586
2021-10-13,137.0,123.676544
2021-10-16,150.0,140.32574
2021-10-19,142.0,146.15282
2021-10-22,150.0,168.41307
2021-10-25,149.0,179.56137
2021-10-28,199.0,175.70474
2021-10-31,195.0,203.52235
2021-11-03,184.0,210.39095
2021-11-06,170.0,198.0383
2021-11-09,157.0,170.79454
2021-11-12,145.0,216.81683
2021-11-15,171.0,163.53621
2021-11-18,131.0,159.88446
2021-11-21,121.0,145.23413
2021-11-24,123.0,145.18886
2021-11-27,124.0,143.4988
2021-11-30,122.0,147.03873
2021-12-03,147.0,143.87407
2021-12-06,143.0,136.91743
2021-12-09,132.0,216.8906
2021-12-12,137.0,156.71687
2021-12-15,119.0,136.60934
2021-12-18,107.0,137.58621
2021-12-21,111.0,164.37308
2021-12-24,117.0,170.92793
2021-12-27,133.0,380.3208
2021-12-30,176.0,440.54733
2022-01-02,170.0,433.65524
2022-01-05,182.0,403.38727
2022-01-08,215.0,553.56433
2022-01-11,232.0,549.46234
2022-01-14,235.0,423.45068
2022-01-17,232.0,361.43433
2022-01-20,201.0,243.7246
2022-01-23,218.0,293.67065
2022-01-26,196.0,344.9515
2022-01-29,181.0,304.02252
2022-02-01,207.0,269.7835
2022-02-04,160.0,289.32294
2022-02-07,140.0,258.84164
2022-02-10,124.0,241.29039
2022-02-13,127.0,190.97871
2022-02-16,133.0,190.00105
2022-02-19,122.0,245.14307
2022-02-22,120.0,210.77951
2022-02-25,120.0,128.84181
2022-02-28,105.0,174.10992
2022-03-03,105.0,139.78352
2022-03-06,95.0,171.09502
2022-03-09,106.0,171.20877
2022-03-12,123.0,109.73253
2022-03-15,122.0,131.42952
2022-03-18,171.0,124.47177
2022-03-21,163.0,231.42323
2022-03-24,166.0,230.66595
2022-03-27,160.0,306.97318
2022-03-30,182.0,339.9174
2022-04-02,192.0,207.67886
2022-04-05,202.0,340.9999
2022-04-08,238.0,390.45425
2022-04-11,185.0,414.7706
2022-04-14,192.0,104.87824
2022-04-17,163.0,238.958
2022-04-20,161.0,255.28258
2022-04-23,146.0,238.51027
2022-04-26,125.0,156.1177
2022-04-29,108.0,163.94139
2022-05-02,110.0,144.35251
2022-05-05,87.0,108.16163
2022-05-08,85.0,130.22792
2022-05-11,79.0,119.277016
2022-05-14,66.0,98.37152
2022-05-17,72.0,122.72408
2022-05-20,72.0,99.25681
2022-05-23,63.0,49.398647
2022-05-26,45.0,102.140724
2022-05-29,30.0,49.600746
2022-06-01,25.0,84.231224
2022-06-04,38.0,64.17056
2022-06-07,33.0,36.072464
2022-06-10,44.0,48.811684
2022-06-13,41.0,76.736374
2022-06-16,57.0,84.48093
2022-06-19,47.0,92.78101
2022-06-22,73.0,112.73996
2022-06-25,72.0,74.62319
2022-06-28,72.0,159.21912
2022-07-01,79.0,166.60799
2022-07-04,91.0,125.25837
2022-07-07,102.0,147.18886
2022-07-10,116.0,143.2947
2022-07-13,135.0,166.937
2022-07-16,122.0,161.15303
2022-07-19,225.0,172.84326
2022-07-22,117.0,168.65073
2022-07-25,114.0,217.84625
2022-07-28,126.0,126.44665
2022-07-31,98.0,114.34485
2022-08-03,108.0,114.23229
2022-08-06,65.0,89.09418
2022-08-09,90.0,100.1087
2022-08-12,107.0,78.15529
2022-08-15,89.0,83.91552
2022-08-18,63.0,106.208855
2022-08-21,61.0,91.136856
2022-08-24,52.0,83.182465
2022-08-27,58.0,76.49268
2022-08-30,43.0,74.34071
2022-09-02,48.0,44.0604
2022-09-05,39.0,54.106487
2022-09-08,47.0,53.441208
2022-09-11,31.0,36.167603
2022-09-14,45.0,49.925262
2022-09-17,40.0,49.15021
2022-09-20,50.0,51.66894
2022-09-23,54.0,53.156387
