,true_value,predicted_value
2021-12-30,176.0,389.95004
2022-01-02,170.0,444.88657
2022-01-05,182.0,570.9303
2022-01-08,215.0,582.1964
2022-01-11,232.0,773.01013
2022-01-14,235.0,653.44336
2022-01-17,232.0,573.7386
2022-01-20,201.0,550.7397
2022-01-23,218.0,578.14246
2022-01-26,196.0,481.98157
2022-01-29,181.0,516.5938
2022-02-01,207.0,334.34097
2022-02-04,160.0,273.8172
2022-02-07,140.0,266.8095
2022-02-10,124.0,234.42538
2022-02-13,127.0,331.25558
2022-02-16,133.0,292.15326
2022-02-19,122.0,327.99765
2022-02-22,120.0,158.5207
2022-02-25,120.0,245.48317
2022-02-28,105.0,270.73587
2022-03-03,105.0,152.07916
2022-03-06,95.0,169.8223
2022-03-09,106.0,142.19667
2022-03-12,123.0,318.0758
2022-03-15,122.0,204.01933
2022-03-18,171.0,188.62344
2022-03-21,163.0,204.16469
2022-03-24,166.0,258.81946
2022-03-27,160.0,293.40057
2022-03-30,182.0,287.66095
2022-04-02,192.0,314.29352
2022-04-05,202.0,300.64984
2022-04-08,238.0,459.37543
2022-04-11,185.0,471.37265
2022-04-14,192.0,257.73764
2022-04-17,163.0,321.56192
2022-04-20,161.0,301.94818
2022-04-23,146.0,252.96037
2022-04-26,125.0,204.12474
2022-04-29,108.0,195.89795
2022-05-02,110.0,160.67307
2022-05-05,87.0,116.28575
2022-05-08,85.0,123.692055
2022-05-11,79.0,153.11813
2022-05-14,66.0,140.3999
2022-05-17,72.0,155.61
2022-05-20,72.0,139.8379
2022-05-23,63.0,138.74635
2022-05-26,45.0,101.74389
2022-05-29,30.0,59.45704
2022-06-01,25.0,127.51186
2022-06-04,38.0,127.41394
2022-06-07,33.0,101.69202
2022-06-10,44.0,102.985176
2022-06-13,41.0,87.88258
2022-06-16,57.0,125.49264
2022-06-19,47.0,101.6495
2022-06-22,73.0,101.8833
2022-06-25,72.0,126.4276
2022-06-28,72.0,190.27133
2022-07-01,79.0,202.71808
2022-07-04,91.0,177.60043
2022-07-07,102.0,213.68317
2022-07-10,116.0,197.26028
2022-07-13,135.0,200.56024
2022-07-16,122.0,174.52777
2022-07-19,225.0,163.33618
2022-07-22,117.0,203.19931
2022-07-25,114.0,207.70497
2022-07-28,126.0,129.35197
2022-07-31,98.0,111.24206
2022-08-03,108.0,103.094246
2022-08-06,65.0,94.33476
2022-08-09,90.0,78.620514
2022-08-12,107.0,89.13024
2022-08-15,89.0,90.996475
2022-08-18,63.0,75.43408
2022-08-21,61.0,64.07076
2022-08-24,52.0,86.30408
2022-08-27,58.0,71.86769
2022-08-30,43.0,65.04292
2022-09-02,48.0,78.36396
2022-09-05,39.0,88.491646
2022-09-08,47.0,87.70239
2022-09-11,31.0,34.836998
2022-09-14,45.0,63.145126
2022-09-17,40.0,39.05905
2022-09-20,50.0,55.31843
2022-09-23,54.0,58.553528
2022-09-26,66.0,81.23185
2022-09-29,67.0,90.92586
2022-10-02,64.0,114.03705
2022-10-05,99.0,98.8038
2022-10-08,92.0,129.16957
2022-10-11,110.0,145.50858
2022-10-14,116.0,151.8693
