,true_value,predicted_value
2021-02-06,3373.0,2485.6067
2021-02-09,3164.0,2606.4917
2021-02-12,2943.0,2209.4822
2021-02-15,2805.0,1851.471
2021-02-18,2535.0,1771.5966
2021-02-21,2329.0,2067.0461
2021-02-24,2118.0,1776.2223
2021-02-27,1903.0,1481.4393
2021-03-02,1709.0,1973.3547
2021-03-05,1542.0,2254.1924
2021-03-08,1356.0,1436.8049
2021-03-11,1192.0,1621.3359
2021-03-14,1049.0,1003.46466
2021-03-17,925.0,1879.556
2021-03-20,787.0,1150.2628
2021-03-23,711.0,1492.1412
2021-03-26,615.0,973.25696
2021-03-29,583.0,1247.9735
2021-04-01,517.0,1137.271
2021-04-04,469.0,792.6751
2021-04-07,440.0,789.0029
2021-04-10,385.0,604.5561
2021-04-13,370.0,725.4729
2021-04-16,332.0,671.0313
2021-04-19,318.0,472.39923
2021-04-22,261.0,247.84004
2021-04-25,231.0,538.99786
2021-04-28,208.0,299.57425
2021-05-01,188.0,307.24503
2021-05-04,181.0,344.36908
2021-05-07,159.0,327.58383
2021-05-10,149.0,282.9592
2021-05-13,129.0,287.87448
2021-05-16,123.0,286.03003
2021-05-19,122.0,247.30879
2021-05-22,123.0,274.2713
2021-05-25,128.0,228.31439
2021-05-28,124.0,240.47757
2021-05-31,122.0,236.68126
2021-06-03,134.0,242.7721
2021-06-06,145.0,210.51309
2021-06-09,159.0,289.9893
2021-06-12,169.0,182.28847
2021-06-15,206.0,193.21596
2021-06-18,223.0,279.7386
2021-06-21,228.0,201.12631
2021-06-24,259.0,292.43912
2021-06-27,263.0,205.58249
2021-06-30,287.0,276.323
2021-07-03,327.0,379.23163
2021-07-06,392.0,370.38974
2021-07-09,437.0,489.74982
2021-07-12,482.0,471.6655
2021-07-15,551.0,649.5125
2021-07-18,582.0,638.69904
2021-07-21,647.0,769.06793
2021-07-24,755.0,901.86053
2021-07-27,848.0,991.7293
2021-07-30,889.0,991.3601
2021-08-02,895.0,953.4874
2021-08-05,871.0,1047.1077
2021-08-08,856.0,1224.604
2021-08-11,871.0,1091.0613
2021-08-14,892.0,1087.8921
2021-08-17,925.0,906.5885
2021-08-20,955.0,1139.4814
2021-08-23,942.0,816.30273
2021-08-26,982.0,972.39703
2021-08-29,971.0,907.3112
2021-09-01,1030.0,965.44824
2021-09-04,1019.0,964.1567
2021-09-07,1047.0,829.0071
2021-09-10,1056.0,844.8706
2021-09-13,1056.0,1127.7175
2021-09-16,1020.0,801.246
2021-09-19,1006.0,941.96936
2021-09-22,939.0,889.33417
2021-09-25,874.0,992.4787
2021-09-28,826.0,880.1844
2021-10-01,805.0,1031.5619
2021-10-04,769.0,1096.0634
2021-10-07,808.0,958.45844
2021-10-10,744.0,986.19293
2021-10-13,781.0,1331.547
2021-10-16,805.0,1082.3188
2021-10-19,851.0,992.1738
2021-10-22,889.0,1035.9003
2021-10-25,913.0,1111.354
2021-10-28,944.0,1062.6725
2021-10-31,980.0,1001.21625
2021-11-03,1019.0,882.3629
2021-11-06,1018.0,862.483
2021-11-09,1023.0,1040.592
2021-11-12,989.0,871.4931
2021-11-15,968.0,836.522
2021-11-18,923.0,881.8922
2021-11-21,913.0,843.42175
2021-11-24,928.0,904.9881
2021-11-27,911.0,906.63257
2021-11-30,931.0,865.61487
2021-12-03,900.0,928.1702
2021-12-06,901.0,885.2775
2021-12-09,900.0,1029.7867
2021-12-12,893.0,928.4442
2021-12-15,888.0,934.25006
2021-12-18,855.0,910.3262
2021-12-21,849.0,946.4737
2021-12-24,832.0,933.5556
2021-12-27,870.0,901.2165
2021-12-30,875.0,1131.446
2022-01-02,864.0,1059.8328
2022-01-05,875.0,1322.075
2022-01-08,820.0,1288.5251
2022-01-11,793.0,1411.1965
2022-01-14,746.0,1280.9564
2022-01-17,713.0,1412.0386
2022-01-20,664.0,1538.1096
2022-01-23,603.0,1363.6782
2022-01-26,561.0,1799.0004
2022-01-29,527.0,1164.933
2022-02-01,502.0,927.57007
2022-02-04,474.0,954.6926
2022-02-07,443.0,1306.1865
2022-02-10,430.0,992.9302
2022-02-13,384.0,894.03455
2022-02-16,359.0,1088.7601
2022-02-19,328.0,746.7262
2022-02-22,312.0,907.45734
2022-02-25,271.0,696.6814
2022-02-28,290.0,727.5741
2022-03-03,264.0,800.0736
2022-03-06,263.0,745.349
2022-03-09,266.0,768.4896
2022-03-12,252.0,705.10236
2022-03-15,281.0,672.9919
2022-03-18,287.0,829.70624
2022-03-21,299.0,833.0311
2022-03-24,330.0,887.4629
2022-03-27,344.0,860.7289
2022-03-30,359.0,832.45013
2022-04-02,350.0,712.6912
2022-04-05,364.0,768.4771
2022-04-08,355.0,575.14874
2022-04-11,379.0,726.4188
2022-04-14,349.0,529.0844
2022-04-17,328.0,476.99466
2022-04-20,349.0,527.3718
2022-04-23,325.0,574.83136
2022-04-26,326.0,424.0915
2022-04-29,305.0,373.285
2022-05-02,286.0,339.83798
2022-05-05,253.0,304.23566
2022-05-08,227.0,378.12497
2022-05-11,202.0,350.5344
2022-05-14,197.0,307.62152
2022-05-17,201.0,344.67355
2022-05-20,194.0,307.13797
2022-05-23,168.0,322.364
2022-05-26,151.0,335.55496
2022-05-29,135.0,280.56738
2022-06-01,139.0,428.7891
2022-06-04,127.0,395.93066
2022-06-07,132.0,364.2667
2022-06-10,135.0,322.8653
2022-06-13,152.0,309.54968
2022-06-16,149.0,278.87634
2022-06-19,161.0,350.40717
2022-06-22,172.0,338.90808
2022-06-25,203.0,329.22348
2022-06-28,237.0,303.2278
2022-07-01,264.0,352.82944
2022-07-04,265.0,496.0115
2022-07-07,271.0,461.48624
2022-07-10,295.0,542.3945
2022-07-13,315.0,341.71857
2022-07-16,343.0,335.93668
2022-07-19,352.0,475.07278
2022-07-22,335.0,423.66525
2022-07-25,349.0,295.64838
2022-07-28,308.0,333.21674
2022-07-31,266.0,255.44476
2022-08-03,262.0,285.99927
2022-08-06,241.0,216.06439
2022-08-09,254.0,325.66998
2022-08-12,219.0,328.80115
2022-08-15,222.0,247.4145
2022-08-18,201.0,180.941
2022-08-21,178.0,217.11215
2022-08-24,161.0,233.84323
2022-08-27,145.0,140.91849
2022-08-30,156.0,199.25015
2022-09-02,158.0,160.319
2022-09-05,139.0,192.26299
2022-09-08,143.0,178.17055
2022-09-11,144.0,184.14372
2022-09-14,152.0,164.26334
2022-09-17,133.0,168.14618
2022-09-20,151.0,199.01566
2022-09-23,168.0,135.31458
2022-09-26,170.0,180.16664
2022-09-29,179.0,194.02069
2022-10-02,194.0,280.63303
2022-10-05,215.0,321.6019
2022-10-08,223.0,295.38535
2022-10-11,241.0,545.6473
2022-10-14,243.0,588.3304
